,season,n_episode,title_episode,character,line
20740,5,3,the pulled groin extrapolation,Leonard,"What, who told you that?"
20741,5,3,the pulled groin extrapolation,Amy,"Well, most recently my gynaecologist."
20742,5,3,the pulled groin extrapolation,Leonard,"Well, you stay as long as you’d like."
20743,5,3,the pulled groin extrapolation,Amy,"I’m glad to hear you say that, because I’m having a wonderful time. Hmm, I said the same thing to my gynaecologist."
20744,5,3,the pulled groin extrapolation,Bernadette,"What are you going to get at the train store, Sheldon?"
20745,5,3,the pulled groin extrapolation,Sheldon,"Oh, I’m not buying anything. They’re having a lecture. H-O gauge railroading. Half the size of O-gauge, but twice the fun. Very controversial topic."
20746,5,3,the pulled groin extrapolation,Howard,Which side do you come down on?
20747,5,3,the pulled groin extrapolation,Sheldon,"I’ll let you know after tonight. Unlike some people, I’m going in with an open mind. Who am I kidding? Of course we all know it’s O-gauge or no gauge."
20748,5,3,the pulled groin extrapolation,Howard,Can you believe grown men sit around and play with toy trains?
20749,5,3,the pulled groin extrapolation,Bernadette,That’s pretty big talk for a man with a closet full of magic tricks at his mother’s house.
20750,5,3,the pulled groin extrapolation,Howard,"First of all, they’re not tricks, they’re illusions. And, secondly, when we get married, they’re all going up in the attic so you can have that closet for clothes."
20751,5,3,the pulled groin extrapolation,Bernadette,Why would I keep clothes at your mother’s house?
20752,5,3,the pulled groin extrapolation,Howard,"Well, don’t think of it that way. Once we move in, it’ll be our house."
20753,5,3,the pulled groin extrapolation,Bernadette,Is she moving out?
20754,5,3,the pulled groin extrapolation,Howard,Why would she move out? It’s her house.
20755,5,3,the pulled groin extrapolation,Bernadette,Hang on. You seriously think I’m going to live with your mother?
20756,5,3,the pulled groin extrapolation,Sheldon,"Howard, I think I can help here. Yes, Bernadette, that’s exactly what he thinks."
20757,5,3,the pulled groin extrapolation,Howard,"Why not? It’s a great house, plenty of room, and if we have kids, Mom’s there to help. You know, when she tells the Three Little Pigs story, she actually has hair on her chinny-chin-chin."
20758,5,3,the pulled groin extrapolation,Bernadette,"I’m not gonna live with your mother. Not now, not ever."
20759,5,3,the pulled groin extrapolation,Howard,"Wow, someone obviously has some mommy issues."
20760,5,3,the pulled groin extrapolation,Bernadette,"Raj, take me home."
20761,5,3,the pulled groin extrapolation,Howard,Don’t listen to her. Go to the movie theatre.
20762,5,3,the pulled groin extrapolation,Bernadette,Take me home now.
20763,5,3,the pulled groin extrapolation,Howard,Movie theatre.
20764,5,3,the pulled groin extrapolation,Raj,Mmmmmm.
20765,5,3,the pulled groin extrapolation,Sheldon,"Okay, everybody calm down. There is a simple solution here. Raj, take me to the train store, and then I don’t care what you people do."
20766,5,3,the pulled groin extrapolation,Amy,How was your shower?
20767,5,3,the pulled groin extrapolation,Leonard,"It was good, good. Just out of curiosity, what time do you usually go to bed?"
20768,5,3,the pulled groin extrapolation,Amy,"Oh, I’m up all night. I’m like a possum. Boy, you were not liked in high school, were you?"
20769,5,3,the pulled groin extrapolation,Leonard,Not really. Is that my yearbook?
20770,5,3,the pulled groin extrapolation,Amy,"Mm-hmm. Dear Leonard, you’re really good at science. Maybe one day you’ll come up with a cure for being a dork."
20771,5,3,the pulled groin extrapolation,Leonard,"Well, it wasn’t spray-painting a lightning bolt on my briefcase, I can tell you that."
20772,5,3,the pulled groin extrapolation,Amy,"If it makes you feel any better, the only person who signed my yearbook was my mother."
20773,5,3,the pulled groin extrapolation,Leonard,Aw.
20774,5,3,the pulled groin extrapolation,Amy,"Dear Amy, self-respect and a hymen are better than friends and fun. Love, Mom."
20775,5,3,the pulled groin extrapolation,Sheldon,"Well, you can add Jerry’s Junction to the list of train stores Sheldon Cooper will never set foot in again."
20776,5,3,the pulled groin extrapolation,Leonard,"Rough night, Casey Jones?"
20777,5,3,the pulled groin extrapolation,Sheldon,You don’t know the half of it. It was billed as a lively give-and-take on the merits of model train sizes. But it was actually a set-up to intimidate weak-minded spineless rubes into buying H-O starter sets.
20778,5,3,the pulled groin extrapolation,Leonard,What’s in the bag?
20779,5,3,the pulled groin extrapolation,Sheldon,"I don’t want to talk about it. But it’s not a spine,I’ll tell you that."
20780,5,3,the pulled groin extrapolation,Amy,"Well, I had a delightful evening, Leonard. We should do this again sometime."
20781,5,3,the pulled groin extrapolation,Leonard,"Ah, sure. That’d be nice."
20782,5,3,the pulled groin extrapolation,Amy,Glad to hear it. I need someone to accompany me to the wedding of Dr. Moranelli and Dr. Gustufson this Friday. They’re kind of the Brad and Angelina of the primatology department.
20783,5,3,the pulled groin extrapolation,Leonard,Wouldn’t you rather bring Sheldon?
20784,5,3,the pulled groin extrapolation,Amy,"I would, but the last wedding we went to was a disaster. He behaved like a child the entire time."
20785,5,3,the pulled groin extrapolation,Sheldon,Not my fault. You said there’d be other scientists there my age.
20786,5,3,the pulled groin extrapolation,Amy,"Doesn’t matter. You’re out, he’s in. No date to the prom, two dates to a wedding. Hmm, how times change."
20787,5,3,the pulled groin extrapolation,Sheldon,"Ha-ha, you have to go to a wedding."
20788,5,3,the pulled groin extrapolation,Howard,I’ll get it!
20789,5,3,the pulled groin extrapolation,Mrs Wolowitz,Could you get it?
20790,5,3,the pulled groin extrapolation,Howard,I said I’m getting it!
20791,5,3,the pulled groin extrapolation,Mrs Wolowitz,"Fine, I’ll get it!"
20792,5,3,the pulled groin extrapolation,Howard,"I got it! Oh, hi."
20793,5,3,the pulled groin extrapolation,Bernadette,Hey. I don’t want to fight. I was just surprised when you sprung the whole living-with-your-mom stuff on me.
20794,5,3,the pulled groin extrapolation,Howard,"Yeah, well, I’m sorry I didn’t run it by you first."
20795,5,3,the pulled groin extrapolation,Mrs Wolowitz,"I don’t know who you’re talking to, but in or out! We don’t need bugs!"
20796,5,3,the pulled groin extrapolation,Howard,"The bugs only come here because you’re their queen! Listen, how about this. Before we make any kind of decision about where we live, we have a trial run. Stay here for a weekend, see what it’s like."
20797,5,3,the pulled groin extrapolation,Bernadette,And your mom would be okay with that?
20798,5,3,the pulled groin extrapolation,Howard,"Sure she would. Ma, do you mind if Bernadette stays here this weekend?"
20799,5,3,the pulled groin extrapolation,Mrs Wolowitz,"Hey, if she’s willing to give the milk away for free, who am I to say no?"
20800,5,3,the pulled groin extrapolation,Howard,See? She’s good with it.
20801,5,3,the pulled groin extrapolation,Mrs Wolowitz,"Frankly, after all your sleepovers with the little brown boy, a girl is a big relief!"
20802,5,3,the pulled groin extrapolation,Sheldon,"All this years, I’ve been so wrong. The tinier the train, the more concentrated the fun."
20803,5,3,the pulled groin extrapolation,Penny,You’re a brain scientist. Can you explain to me why a brilliant man likes playing with toy trains?
20804,5,3,the pulled groin extrapolation,Amy,"Not without cutting his head open, no. How about making my eyes like Cleopatra?"
20805,5,3,the pulled groin extrapolation,Penny,Really? For a wedding?
20806,5,3,the pulled groin extrapolation,Amy,Perhaps you’re right. My cheekbones and beckoning pelvis already have a certain hello sailor quality to them.
20807,5,3,the pulled groin extrapolation,Leonard,Ready.
20808,5,3,the pulled groin extrapolation,Penny,Aw. So handsome. Like James Bond.
20809,5,3,the pulled groin extrapolation,Sheldon,"Better than James Bond, because he’s tinier."
20810,5,3,the pulled groin extrapolation,Amy,I got you this to give to me.
20811,5,3,the pulled groin extrapolation,Penny,"Oh, sweetie, guests don’t normally wear corsages to a wedding. That’s more of a prom thing."
20812,5,3,the pulled groin extrapolation,Amy,"I never went to my prom. My mom paid my cousin to take me, but he just used the money to buy drugs."
20813,5,3,the pulled groin extrapolation,Penny,Put the corsage on her.
20814,5,3,the pulled groin extrapolation,Leonard,"Amy, this is for you."
20815,5,3,the pulled groin extrapolation,Amy,"When you’re done copping a feel, that goes on my wrist."
20816,5,3,the pulled groin extrapolation,Sheldon,All aboard! Woo-woo! It’s official. I’m an H-O trainiac.
20817,5,3,the pulled groin extrapolation,Howard,"So, dinner went nice."
20818,5,3,the pulled groin extrapolation,Bernadette,"Yeah. Yeah, I guess. Does your mother always cut your meat for you?"
20819,5,3,the pulled groin extrapolation,Howard,"Only when it’s fatty. Well, don’t be jealous, babe. Someday you’ll get to cut it for me."
20820,5,3,the pulled groin extrapolation,Mrs Wolowitz,Bernadette! I found the extra head for the Waterpik if you want to use it!
20821,5,3,the pulled groin extrapolation,Bernadette,"I’m okay, Mrs. Wolowitz."
20822,5,3,the pulled groin extrapolation,Mrs Wolowitz,You sure? I just squirted half a brisket outta my teeth!
20823,5,3,the pulled groin extrapolation,Howard,"Hey, Ma, how about a little privacy?"
20824,5,3,the pulled groin extrapolation,Mrs Wolowitz,"Oh, I know what that means! Hubba-hubba!"
20825,5,3,the pulled groin extrapolation,Bernadette,"Oh, God."
20826,5,3,the pulled groin extrapolation,Howard,"Relax, it’ll be fine."
20827,5,3,the pulled groin extrapolation,Bernadette,Okay.
20828,5,3,the pulled groin extrapolation,Mrs Wolowitz,Let me know when you’re done canoodling! Mommy needs a foot rub!
20829,5,3,the pulled groin extrapolation,Amy,Would you like to dance?
20830,5,3,the pulled groin extrapolation,Leonard,"No, thank you. I’m really not much of a dancer."
20831,5,3,the pulled groin extrapolation,Amy,"You’re not exactly winning any trophies as a conversationalist, either."
20832,5,3,the pulled groin extrapolation,Leonard,I’m sorry. The bride and groom seem happy.
20833,5,3,the pulled groin extrapolation,Amy,"Why shouldn’t they be? They have a feverish night of socially-approved copulation ahead of them. In some cultures, we’d stand outside of their bedroom cheering as they achieved orgasm."
20834,5,3,the pulled groin extrapolation,Leonard,"That sounds like a late night, and I have work in the morning, so…"
20835,5,3,the pulled groin extrapolation,Amy,"Leonard, you may not have noticed, but I am being a delight here. And you’re not holding up your end of the evening."
20836,5,3,the pulled groin extrapolation,Leonard,"Oh, sorry. This wedding just reminds me of my kinda-sorta girlfriend 9,000 miles away."
20837,5,3,the pulled groin extrapolation,Amy,"I have a kinda-sorta boyfriend who’s playing with a model train right now, you don’t hear me bitching about it. Leonard, a word of advice, moody self-obsession is only attractive in men who can play guitar and are considerably taller than you."
20838,5,3,the pulled groin extrapolation,Leonard,I’m not moody. I’m fun.
20839,5,3,the pulled groin extrapolation,Amy,You have any evidence to support that statement?
20840,5,3,the pulled groin extrapolation,Leonard,"Well, hey, I’m just as much fun as you are."
20841,5,3,the pulled groin extrapolation,Amy,Really? Are you willing to draw a moustache on your finger as a conversational icebreaker? I am.
20842,5,3,the pulled groin extrapolation,Leonard,"Okay, fine, what do you suggest?"
20843,5,3,the pulled groin extrapolation,Amy,"We just had a lovely meal, the band is on fire, and you’re sitting next to a beautiful woman wearing whorish makeup. Why don’t we head outon the dance floor and see if I can sweat through these dress shields."
20844,5,3,the pulled groin extrapolation,Leonard,"Once again, I, I’m really not much of a dancer."
20845,5,3,the pulled groin extrapolation,Amy,"Don’t worry, I’ll lead."
20846,5,3,the pulled groin extrapolation,Amy,Howard?
20847,5,3,the pulled groin extrapolation,Howard,Ready for bed?
20848,5,3,the pulled groin extrapolation,Bernadette,"No. I need to brush my teeth, but your mother’s been in the bathroom for, like, an hour."
20849,5,3,the pulled groin extrapolation,Howard,"Oh. Yeah, she sometimes has problems doing her business. Hang on. Ma, give up! Tonight’s not your night!"
20850,5,3,the pulled groin extrapolation,Mrs Wolowitz,You don’t know that! I just sat down!
20851,5,3,the pulled groin extrapolation,Howard,"Come on, take a break! Bernadette needs to brush her teeth!"
20852,5,3,the pulled groin extrapolation,Mrs Wolowitz,She can come in and brush her teeth! I’m not embarrassed!
20853,5,3,the pulled groin extrapolation,Howard,Problem solved.
20854,5,3,the pulled groin extrapolation,Bernadette,"No, it’s not. I’m not going in there."
20855,5,3,the pulled groin extrapolation,Howard,"Oh, come on, honey. She’s just sitting in there reading a magazine. You can’t see anything. I go in all the time."
20856,5,3,the pulled groin extrapolation,Mrs Wolowitz,Ha! The eagle has landed!
20857,5,3,the pulled groin extrapolation,Howard,"And we have splashdown. Wait here, I’m gonna go light a candle. And then we make passionate love."
20858,5,3,the pulled groin extrapolation,Amy,"There we go, last floor."
20859,5,3,the pulled groin extrapolation,Leonard,"I just can’t figure out what happened. I put my left leg in, I took my left leg out, I put my left leg in, and something just snapped."
20860,5,3,the pulled groin extrapolation,Amy,The hokey pokey is a young man’s game.
20861,5,3,the pulled groin extrapolation,Leonard,I did have a great time. Thank you for reminding me it’s okay to have fun once in a while.
20862,5,3,the pulled groin extrapolation,Amy,You’re welcome.
20863,5,3,the pulled groin extrapolation,Leonard,And also for breaking the head off the ice swan so I could hold it against my pulled groin.
20864,5,3,the pulled groin extrapolation,Amy,"I excel at spatial reasoning, and I had a hunch that the graceful slope of its neck would cradle your genitals nicely."
20865,5,3,the pulled groin extrapolation,Leonard,"Well, okay. Again, thank you."
20866,5,3,the pulled groin extrapolation,Amy,"And again, you’re welcome."
20867,5,3,the pulled groin extrapolation,Leonard,"Want to come in, have a cup of tea?"
20868,5,3,the pulled groin extrapolation,Amy,"No, thanks. I’m gonna head home."
20869,5,3,the pulled groin extrapolation,Leonard,"Okay. Well, good night."
20870,5,3,the pulled groin extrapolation,Amy,Good night.
20871,5,3,the pulled groin extrapolation,Penny,"Ames, hi. How was the wedding?"
20872,5,3,the pulled groin extrapolation,Amy,Great. Until I accidentally made Leonard fall in love with me.
20873,5,3,the pulled groin extrapolation,Penny,"Come in, let’s talk. Do you want a glass of wine?"
20874,5,3,the pulled groin extrapolation,Amy,Wine is one of the reasons I’m in this fix. That and this dang pelvis.
20875,5,3,the pulled groin extrapolation,Penny,"Okay, I’m sorry, what exactly happened?"
20876,5,3,the pulled groin extrapolation,Amy,"The inevitable, he was lonely and vulnerable from missing his girlfriend, while I was charming, supportive and, let’s face it, in this dress, the perfect combination of Madonna and whore."
20877,5,3,the pulled groin extrapolation,Penny,"Oh, God, did he make a move on you?"
20878,5,3,the pulled groin extrapolation,Amy,"No, but it’s only a matter of time. How could I have not seen this coming? Now I’m gonna have to break the little sad sack’s heart."
20879,5,3,the pulled groin extrapolation,Penny,"Yeah, I’m sure he’ll be okay."
20880,5,3,the pulled groin extrapolation,Amy,"Oh, Penny, much as I would treasure knowing that the two of us had been defiled by the same man, Leonard just doesn’t get my motor running."
20881,5,3,the pulled groin extrapolation,Penny,"So, um, what are you gonna do? Do you want me to talk to Leonard, let him down easy?"
20882,5,3,the pulled groin extrapolation,Amy,"No. I’ll let him have tonight. Then in the morning, I’ll send him an e-mail letting him know this body is never gonna be his wonderland. I mean, frankly, you’ve got a better shot than he does."
20883,5,3,the pulled groin extrapolation,Sheldon,"Leonard. Check it out. I bought an N-gauge locomotive. Half the size of H-O. Look, it fits in my mouth."
20884,5,3,the pulled groin extrapolation,Leonard,Sounds like you had a great night.
20885,5,3,the pulled groin extrapolation,Sheldon,I did. How was yours?
20886,5,3,the pulled groin extrapolation,Leonard,Not bad. I had a lot more fun with Amy than I thought I would.
20887,5,3,the pulled groin extrapolation,Sheldon,What exactly do you mean by that?
20888,5,3,the pulled groin extrapolation,Leonard,"Well, it turns out she really knows how to help a guy loosen up and have a good time. Although, truth be told, my groin’s a little worse for wear."
20889,5,3,the pulled groin extrapolation,Leonard,Ow! Why did you do that?
20890,5,3,the pulled groin extrapolation,Sheldon,To send a message. She is not for you.
20891,5,3,the pulled groin extrapolation,Leonard,What?
20892,5,3,the pulled groin extrapolation,Sheldon,Not for you!
20893,5,3,the pulled groin extrapolation,Bernadette,"Good morning, handsome."
20894,5,3,the pulled groin extrapolation,Howard,"Morning, Mom."
20895,5,3,the pulled groin extrapolation,Bernadette,It’s me.
20896,5,3,the pulled groin extrapolation,Howard,"Yes, it is, and you’re so pretty in the morning."
20897,5,3,the pulled groin extrapolation,Bernadette,Your mom and I made you breakfast.
20898,5,3,the pulled groin extrapolation,Howard,"Oh, wow. So you guys are getting along?"
20899,5,3,the pulled groin extrapolation,Bernadette,"Yeah, I guess. We’re very different people, Howard, so communication’s a little tricky."
20900,5,3,the pulled groin extrapolation,Mrs Wolowitz,Does he like the pancakes?!
20901,5,3,the pulled groin extrapolation,Bernadette,He didn’t try them yet!
20902,5,3,the pulled groin extrapolation,Howard,Is there any butter?
20903,5,3,the pulled groin extrapolation,Bernadette,It’s butter-flavoured syrup.
20904,5,3,the pulled groin extrapolation,Howard,Oh.
20905,5,3,the pulled groin extrapolation,Mrs Wolowitz,"So, what’s the word?"
20906,5,3,the pulled groin extrapolation,Bernadette,He wants butter!
20907,5,3,the pulled groin extrapolation,Mrs Wolowitz,It’s butter-flavoured syrup
20908,5,3,the pulled groin extrapolation,Bernadette,I just told him that!
20909,5,3,the pulled groin extrapolation,Howard,I don’t need any butter.
20910,5,3,the pulled groin extrapolation,Bernadette,"If you want butter, I’ll get you butter."
20911,5,3,the pulled groin extrapolation,Howard,"Well, I guess I’ll cut these by myself."
20912,5,4,the wiggly finger catalyst,Sheldon,"The entrance to the dungeon is a moss covered door. You manage to open it only to find yourself face-to-face with a hideous, foul-smelling, moss-covered ogre. What do you do?"
20913,5,4,the wiggly finger catalyst,Howard,"I say, hey Ma, what’s for dinner?”"
20914,5,4,the wiggly finger catalyst,Sheldon,"Seventeen. The ogre is amused by your joke and allows you to pass. By the by, I liked it, too."
20915,5,4,the wiggly finger catalyst,Leonard,"Hey, how go the wedding plans, Howard?"
20916,5,4,the wiggly finger catalyst,Howard,Great. We spent five hours last night at Macy’s registering for gifts. Looks like I’m finally going to have that darling little earthenware asparagus dish I’ve always wanted.
20917,5,4,the wiggly finger catalyst,Leonard,"See, this is the good thing about having a girlfriend 9,000 miles away. I can spend my nights doing whatever I want."
20918,5,4,the wiggly finger catalyst,Howard,You mean like playing nerd games with us and then taking a suspiciously long shower?
20919,5,4,the wiggly finger catalyst,Leonard,Maybe. We enter the dungeon.
20920,5,4,the wiggly finger catalyst,Sheldon,You see a dragon.
20921,5,4,the wiggly finger catalyst,Howard,"Really? So we’re playing Dungeons and Dragons, and we walk into a dungeon and see a dragon? Isn’t that a little on the nose?"
20922,5,4,the wiggly finger catalyst,Sheldon,"When you play Chutes and Ladders, do you complain about all the chutes and all the ladders?"
20923,5,4,the wiggly finger catalyst,Leonard,Are you gonna eat that whole pie?
20924,5,4,the wiggly finger catalyst,Raj,Maybe. Why not? Who do I have in my life to watch my figure for?
20925,5,4,the wiggly finger catalyst,Leonard,"Oh, God, did you watch Bridget Jones again?"
20926,5,4,the wiggly finger catalyst,Raj,"No, it’s just that everybody’s got someone. Sheldon’s with Amy, Howard’s getting married, you’re dating my sister."
20927,5,4,the wiggly finger catalyst,Leonard,"Now that Howard’s getting married, maybe he’ll inflate one of his old girlfriends for you."
20928,5,4,the wiggly finger catalyst,Raj,You know who I blame for my loneliness? The United States of America. Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas.
20929,5,4,the wiggly finger catalyst,Howard,"Eat another pie, you’ll have your own bazongas."
20930,5,4,the wiggly finger catalyst,Raj,That’s cruel. You know it goes straight to my hips.
20931,5,4,the wiggly finger catalyst,Sheldon,"Gentlemen, please focus. You’re facing a fire-breathing dragon."
20932,5,4,the wiggly finger catalyst,Raj,I don’t know if I want to play anymore.
20933,5,4,the wiggly finger catalyst,Sheldon,"Because you don’t have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons and Dragons, this game’s in serious trouble."
20934,5,4,the wiggly finger catalyst,Amy,"Now, I assume we use this same wax later on to neaten up each other’s bikini regions."
20935,5,4,the wiggly finger catalyst,Penny,"Yeah, my bikini region is fine."
20936,5,4,the wiggly finger catalyst,Amy,"Who’s shocked? I’m not. So, Bernadette, how’s the wedding planning going? And I’m not asking as a prospective bridesmaid. Pick me! Pick me!"
20937,5,4,the wiggly finger catalyst,Bernadette,We went cake-tasting yesterday. Raj came along. He cried and ate half the samples.
20938,5,4,the wiggly finger catalyst,Penny,"Oh, the poor guy’s so lonely. We should set him up with someone."
20939,5,4,the wiggly finger catalyst,Bernadette,"You know, I met a really cute girl at work. She’s married to a guy in one of our drug trials."
20940,5,4,the wiggly finger catalyst,Penny,"Well, hello? She’s married."
20941,5,4,the wiggly finger catalyst,Bernadette,"Yeah, but her husband is in serious congestive heart failure, and a little birdie told me he’s in the placebo group."
20942,5,4,the wiggly finger catalyst,Penny,"Okay, so future grief-stricken widow is the one to beat."
20943,5,4,the wiggly finger catalyst,Leonard,Are we ready to order?
20944,5,4,the wiggly finger catalyst,Sheldon,One moment. I’m conducting an experiment.
20945,5,4,the wiggly finger catalyst,Howard,With Dungeons and Dragons dice?
20946,5,4,the wiggly finger catalyst,Sheldon,"Yes. From here on in, I’ve decided to make all trivial decisions with a throw of the dice, thus freeing up my mind to do what it does best, enlighten and amaze. Page 14, item seven."
20947,5,4,the wiggly finger catalyst,Howard,"So, what’s for dinner?"
20948,5,4,the wiggly finger catalyst,Sheldon,A side of corn succotash. Hmm. Interesting.
20949,5,4,the wiggly finger catalyst,Penny,"Um, Howard, can I see you for a minute, please?"
20950,5,4,the wiggly finger catalyst,Howard,"Uh, I don’t want to show any more of your friends how I can fit in the booster seats."
20951,5,4,the wiggly finger catalyst,Penny,"Uh, no, that’s not it. Just come with me, please."
20952,5,4,the wiggly finger catalyst,Sheldon,Let’s see what I’ll be washing that succotash down with. A pitcher of margaritas.
20953,5,4,the wiggly finger catalyst,Leonard,Do you really want that?
20954,5,4,the wiggly finger catalyst,Sheldon,That’s the great thing. It doesn’t matter. My mind is freed up to think about more important things.
20955,5,4,the wiggly finger catalyst,Raj,What’s it thinking about now?
20956,5,4,the wiggly finger catalyst,Sheldon,Hamburgers and lemonade.
20957,5,4,the wiggly finger catalyst,Penny,"Um, Raj, there’s someone I want you to meet. This is my friend Emily. I know her from my spin class. Raj, relax. She can’t hear you. She’s deaf."
20958,5,4,the wiggly finger catalyst,Howard,"Emily, this is our friend Raj."
20959,5,4,the wiggly finger catalyst,Penny,Oh! Look at you guys just hitting it off. I am so good.
20960,5,4,the wiggly finger catalyst,Raj,Hi.
20961,5,4,the wiggly finger catalyst,Howard,She says it’s nice to meet you.
20962,5,4,the wiggly finger catalyst,Raj,Does she really mean that or was she signing it sarcastically?
20963,5,4,the wiggly finger catalyst,Howard,"Raj says it’s nice to meet you, too. She says she has to go back to her family, but Penny has her number if you want to text her and get together."
20964,5,4,the wiggly finger catalyst,Raj,"Okay, I’m going to play it cool. Tell her, maybe. Whatever, babe."
20965,5,4,the wiggly finger catalyst,Howard,He’ll text you.
20966,5,4,the wiggly finger catalyst,Raj,"Ah, look at that. I have a date. I love America again."
20967,5,4,the wiggly finger catalyst,Sheldon,"And now for dessert, come on, hot fudge sundae, come on, hot fudge sundae. Bam! That’s what I’m talking about!"
20968,5,4,the wiggly finger catalyst,Raj,"Okay, as soon as she gets here, so she knows I’m cool with it, I’m going to make a joke about her being deaf. I was thinking, hey, did you hear the one about…? Oh, no, I bet you didn’t."
20969,5,4,the wiggly finger catalyst,Howard,Maybe we should revisit your lonely fat guy plan.
20970,5,4,the wiggly finger catalyst,Raj,"Oh, she’s here."
20971,5,4,the wiggly finger catalyst,Howard,"No joke. Oh, she says she’s sorry she’s late."
20972,5,4,the wiggly finger catalyst,Raj,"Tell her it doesn’t matter. Tell her, her eyes shimmer like opalescent lilies in the lake of the palace of the celestial maidens."
20973,5,4,the wiggly finger catalyst,Howard,Really? That’s the first thing you want to say?
20974,5,4,the wiggly finger catalyst,Raj,I worked on it all night. Use it.
20975,5,4,the wiggly finger catalyst,Howard,"Look, I don’t know the sign for opalescent."
20976,5,4,the wiggly finger catalyst,Raj,Then spell it.
20977,5,4,the wiggly finger catalyst,Howard,I don’t know how to spell it.
20978,5,4,the wiggly finger catalyst,Raj,You’re blowing this for me!
20979,5,4,the wiggly finger catalyst,Howard,He likes your eyes.
20980,5,4,the wiggly finger catalyst,Raj,You’re making me sound like a caveman.
20981,5,4,the wiggly finger catalyst,Howard,"She says, thank you, you have nice eyes, too.”"
20982,5,4,the wiggly finger catalyst,Raj,"Really? Ask her how many children she wants, and whatever number she says, say, me too."
20983,5,4,the wiggly finger catalyst,Howard,No.
20984,5,4,the wiggly finger catalyst,Raj,"Fine. Tell her I have a deep, sexy voice like James Earl Jones."
20985,5,4,the wiggly finger catalyst,Howard,She doesn’t know what James Earl Jones sounds like.
20986,5,4,the wiggly finger catalyst,Raj,Great. Then she won’t know I’m lying.
20987,5,4,the wiggly finger catalyst,Raj,"Let’s see, what else can I tell you about me that would make you like me? Ooh, I love music. Do you love music?"
20988,5,4,the wiggly finger catalyst,Howard,You really want to ask her that?
20989,5,4,the wiggly finger catalyst,Raj,You’re right. Everyone loves music.
20990,5,4,the wiggly finger catalyst,Howard,"She says, do you play an instrument?"
20991,5,4,the wiggly finger catalyst,Raj,"No, but when I was six years old, I tried to start a boy band called Frankie Goes to Bollywood. But I couldn’t get any other boys to join, so my parents asked the servants to be my backup dancers. Wait, when you sign servants, don’t sign it like I’m bragging. Sign it in a way that I sound humble with just a hint of, that’s right, I had servants."
20992,5,4,the wiggly finger catalyst,Howard,Do you hear yourself
20993,5,4,the wiggly finger catalyst,Raj,"Yes, but she doesn’t. So get signing, hand monkey."
20994,5,4,the wiggly finger catalyst,Howard,"I think I wrote a letter to Santa Claus every day. And then on Christmas morning, under the tree is a little puppy with a red ribbon."
20995,5,4,the wiggly finger catalyst,Raj,What are you doing?
20996,5,4,the wiggly finger catalyst,Howard,Texting Bernadette that I’m gonna be late.
20997,5,4,the wiggly finger catalyst,Raj,"Dude, what is she saying?"
20998,5,4,the wiggly finger catalyst,Howard,"It’s a funny story about a puppy. Just smile and laugh. Quick, quick, stop smiling."
20999,5,4,the wiggly finger catalyst,Raj,What? Why?
21000,5,4,the wiggly finger catalyst,Howard,"The puppy died, it choked on a doll head. Sad face, sad face!"
21001,5,4,the wiggly finger catalyst,Raj,"It’s a little hard to see with the city lights, but that W-shaped constellation is Cassiopeia. And she was the mother of Andromeda who’s over there."
21002,5,4,the wiggly finger catalyst,Howard,"Look, pretty stars. This is her car. She hopes she can see you again sometime."
21003,5,4,the wiggly finger catalyst,Raj,"Good, good. Oh, boy, help me out here. Does she want me to kiss her or not?"
21004,5,4,the wiggly finger catalyst,Howard,"I speak sign language, I don’t read minds."
21005,5,4,the wiggly finger catalyst,Raj,"If you were me, would you kiss her?"
21006,5,4,the wiggly finger catalyst,Howard,"Yeah, but I’m a make out king."
21007,5,4,the wiggly finger catalyst,Raj,I was so smooth on that date.
21008,5,4,the wiggly finger catalyst,Howard,You? I made you smooth. You were an idiot.
21009,5,4,the wiggly finger catalyst,Raj,"Whatever, dude. She kissed me."
21010,5,4,the wiggly finger catalyst,Howard,"It might’ve been on your lips, but it was my kiss."
21011,5,4,the wiggly finger catalyst,Raj,"Oh, fine. Let’s agree she kissed both of us."
21012,5,4,the wiggly finger catalyst,Howard,Okay.
21013,5,4,the wiggly finger catalyst,Penny,"Mustache is looking good there, Sheldon."
21014,5,4,the wiggly finger catalyst,Sheldon,Don’t thank me. Thank the dice. They told me what percentage of my face to shave.
21015,5,4,the wiggly finger catalyst,Howard,Why are you still doing this?
21016,5,4,the wiggly finger catalyst,Sheldon,"Because it’s working. In the past few weeks, unburdened by trivial decisions, I’ve co-authored two papers in notable peer-reviewed journals, and I’m close to figuring out why the Large Hadron Collider has yet to isolate the Higgs boson particle."
21017,5,4,the wiggly finger catalyst,Leonard,"You left out, got chafed testicles because you no longer wear underpants."
21018,5,4,the wiggly finger catalyst,Sheldon,The dice giveth and the dice taketh away.
21019,5,4,the wiggly finger catalyst,Penny,Is Raj out with Emily again?
21020,5,4,the wiggly finger catalyst,Leonard,"Yeah, every night for the last month."
21021,5,4,the wiggly finger catalyst,Penny,"Wow, can’t believe he has a girlfriend."
21022,5,4,the wiggly finger catalyst,Sheldon,Me neither.
21023,5,4,the wiggly finger catalyst,Howard,Here’s some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.
21024,5,4,the wiggly finger catalyst,Penny,You’re kidding.
