,season,n_episode,title_episode,character,line,clean_line,set
21551,5,7,the good guy fluctuation,Raj,You should’ve seen your face.,see face,test
21552,5,7,the good guy fluctuation,Sheldon,"Yes, there’s nothing quite like the slightly widened eyes of mildly startled.",like slightly widen eye mildly startle,test
21553,5,7,the good guy fluctuation,Howard,"Come on, admit it. We got you, Sheldon.",come admit get Sheldon,test
21554,5,7,the good guy fluctuation,Sheldon,"Please, fright depends on an element of surprise. The simple fact is, because I am much smarter than you, and able to anticipate your actions, it is highly unlikely that you two rubes could ever surprise me.",fright depend element surprise simple fact smarter able anticipate action highly unlikely rube surprise,test
21555,5,7,the good guy fluctuation,Raj,He’s probably right.,probably right,test
21556,5,7,the good guy fluctuation,Howard,We can’t beat him. He’s just too smart.,beat smart,test
21557,5,7,the good guy fluctuation,Sheldon,Gentlemen.,Gentlemen,test
21558,5,7,the good guy fluctuation,Howard,Who had money on faints?,money faint,test
21559,5,7,the good guy fluctuation,Raj,I had pee his pants.,pee pant,test
21560,5,7,the good guy fluctuation,Leonard,Hang on. Looks like everyone’s a winner.,Hang look like winner,test
21561,5,7,the good guy fluctuation,Leonard,"Oh. Watch out, Sheldon. This little boy Casper is a g-g-g-ghost!",watch Sheldon little boy Casper ghost,test
21562,5,7,the good guy fluctuation,Sheldon,Droll.,Droll,test
21563,5,7,the good guy fluctuation,Howard,Not as droll as a grown man passed out in a puddle of his own urine.,droll grown man pass puddle urine,test
21564,5,7,the good guy fluctuation,Leonard,That was pretty droll. With a hint of ammonia.,pretty droll hint ammonia,test
21565,5,7,the good guy fluctuation,Sheldon,"Yes, enjoy your japes, gentlemen. You think you’ve poked fun at a milquetoast academic. Well, you’ve forgotten one thing. I am also a son of the Lone Star state. I’m Texas through and through. And we know how to settle scores down there. If you doubt me, ask Mexico.",enjoy jape gentleman think poke fun milquetoast academic forget thing son Lone Star state Texas know settle score doubt ask Mexico,test
21567,5,7,the good guy fluctuation,Raj,What is she doing in a comic book store?,comic book store,test
21572,5,7,the good guy fluctuation,Leonard,"Uh, yeah. It’s issue number 21. First appearance of Hellboy.",issue number appearance Hellboy,test
21574,5,7,the good guy fluctuation,Leonard,Sorry.,,test
21576,5,7,the good guy fluctuation,Leonard,"Yes, but you’d be using your superpowers for evil.",superpower evil,test
21578,5,7,the good guy fluctuation,Leonard,Leonard.,Leonard,test
21580,5,7,the good guy fluctuation,Leonard,"Thanks. You, too. You know, go ahead and take it.",thank know ahead,test
21582,5,7,the good guy fluctuation,Leonard,"Uh, yeah, yeah, sure, I guess.",guess,test
21584,5,7,the good guy fluctuation,Leonard,"Sorry, palm’s a little sweaty. What’s that word?",sorry palm little sweaty word,test
21586,5,7,the good guy fluctuation,Leonard,"Oh, right, your name. That makes more sense than penis.",right make sense penis,test
21588,5,7,the good guy fluctuation,Howard,Did we just see you pick up a girl in a comic book store?,pick girl comic book store,test
21590,5,7,the good guy fluctuation,Leonard,"No, I don’t think I picked her up. Besides, I have a girlfriend.",think pick girlfriend,test
21592,5,7,the good guy fluctuation,Sheldon,Be sure to check the mail.,sure check mail,test
21593,5,7,the good guy fluctuation,Leonard,How many times are you gonna tell me? What’s with you?,time go tell,test
21594,5,7,the good guy fluctuation,Sheldon,Nothing. It’s not suspicious that I’m fixating. It’s consistent with my personality.,suspicious fixating consistent personality,test
21595,5,7,the good guy fluctuation,Leonard,Right.,,test
21596,5,7,the good guy fluctuation,Penny,"Hey, guys.",guy,test
21597,5,7,the good guy fluctuation,Leonard,More Halloween candy? Didn’t you just buy a bunch of it yesterday?,Halloween candy buy bunch yesterday,test
21598,5,7,the good guy fluctuation,Penny,Oh. Yeah. That’s gone. It’s a rough month when Halloween and PMS hit at the same time.,go rough month Halloween PMS hit time,test
21599,5,7,the good guy fluctuation,Sheldon,"Leonard doesn’t have time to chat, he has to get the mail.",leonard time chat mail,test
21600,5,7,the good guy fluctuation,Leonard,"Will you relax? I’ll get it in a minute. Hey, how was work?",relax minute Hey work,test
21601,5,7,the good guy fluctuation,Sheldon,Open the mail!,open mail,test
21602,5,7,the good guy fluctuation,Leonard,Excuse me.,Excuse,test
21603,5,7,the good guy fluctuation,Leonard,"A couple of circulars, nothing important.",couple circular important,test
21604,5,7,the good guy fluctuation,Penny,What’s with him?,,test
21605,5,7,the good guy fluctuation,Leonard,Hang on.,hang,test
21606,5,7,the good guy fluctuation,Leonard,"You might be from Texas, but I’m from New Jersey.",Texas New Jersey,test
21607,5,7,the good guy fluctuation,Leonard,Check it out. Jim Lee drew this of me two years ago at Comic Con.,check Jim Lee draw year ago Comic Con,test
21609,5,7,the good guy fluctuation,Leonard,"Well, you know, it’s Comic Con. I’m Lion-O from ThunderCats.",know Comic Con lion ThunderCats,test
21611,5,7,the good guy fluctuation,Leonard,No. But Jessica Alba did rub my furry belly.,Jessica Alba rub furry belly,test
21613,5,7,the good guy fluctuation,Leonard,You’re kidding. You have your own book?,kid book,test
21615,5,7,the good guy fluctuation,Leonard,"Cool. Oh, look. That’s you having sex with a guy in the top half of a Chewbacca costume. Comic Con?",look sex guy half Chewbacca costume Comic Con,test
21617,5,7,the good guy fluctuation,Leonard,You’re very talented. This is really good. Did you do…,talented good,test
21619,5,7,the good guy fluctuation,Leonard,You can have my car.,car,test
21620,5,7,the good guy fluctuation,Sheldon,"Oh, dear.",dear,test
21621,5,7,the good guy fluctuation,Sheldon,"Oh, dear.",dear,test
21622,5,7,the good guy fluctuation,Sheldon,"Oh, dear, oh, dear. Oh, dear, oh, dear. Oh, dear. Oh, dear. Purell, Purell, Purell, Purell.",dear dear dear dear dear dear Purell Purell Purell Purell,test
21623,5,7,the good guy fluctuation,Raj,"Good morning, Sheldon.",good morning Sheldon,test
21624,5,7,the good guy fluctuation,Sheldon,"It is, isn’t it? Oh, bother. Isn’t that just always the way? You go to staple something, and you’re out of staples. Gosh, I wish I’d known that earlier today when I was at Staples.",bother way staple staple Gosh wish know earlier today Staples,test
21625,5,7,the good guy fluctuation,Raj,You have a thing of paper clips right there.,thing paper clip right,test
21626,5,7,the good guy fluctuation,Sheldon,"well, no, no, I need something more permanent to join these papers. Say, don’t you keep staples in your top desk drawer?",need permanent join paper staple desk drawer,test
21627,5,7,the good guy fluctuation,Raj,I don’t know. Maybe.,know maybe,test
21628,5,7,the good guy fluctuation,Sheldon,Be a lamb and check.,lamb check,test
21629,5,7,the good guy fluctuation,Raj,All right.,right,test
21630,5,7,the good guy fluctuation,Raj,Who do we have here?,,test
21631,5,7,the good guy fluctuation,Sheldon,It’s a snake. A terrifying snake.,snake terrifying snake,test
21632,5,7,the good guy fluctuation,Raj,"Oh, did some bad man put us in a drawer?",bad man drawer,test
21633,5,7,the good guy fluctuation,Sheldon,Stop talking like that. You’ve been rendered speechless by fear.,stop talk like render speechless fear,test
21634,5,7,the good guy fluctuation,Raj,Let’s go to the biology lab and find you some nice yummy mice.,let biology lab find nice yummy mouse,test
21635,5,7,the good guy fluctuation,Sheldon,"I tried to scare an Indian with a snake. Come on, Cooper. You’re better than this.",try scare indian snake come Cooper better,test
21636,5,7,the good guy fluctuation,Penny,It’s open.,open,test
21637,5,7,the good guy fluctuation,Leonard,"Hey, you got a minute?",get minute,test
21638,5,7,the good guy fluctuation,Penny,"Yeah, sure, come on in.",come,test
21639,5,7,the good guy fluctuation,Leonard,Thanks.,thank,test
21640,5,7,the good guy fluctuation,Penny,Want some mac and cheese?,want mac cheese,test
21641,5,7,the good guy fluctuation,Leonard,No. Lactose. Gas.,Lactose gas,test
21642,5,7,the good guy fluctuation,Penny,Glass of wine?,Glass wine,test
21643,5,7,the good guy fluctuation,Leonard,No. Sulfites. Migraines.,Sulfites Migraines,test
21644,5,7,the good guy fluctuation,Penny,"Okay, well, I’d offer you Halloween candy, but that’s gone. So, what’s up?",offer Halloween candy go,test
21645,5,7,the good guy fluctuation,Leonard,"Okay, we used to go out, right?",right,test
21646,5,7,the good guy fluctuation,Penny,"Oh, my God, that’s where I know you from.",God know,test
21647,5,7,the good guy fluctuation,Leonard,"I’m dealing with a situation and it’s kind of about my love life, so I know that might be weird for us to talk about, but in this area, as you know, all my other friends are just so stupid.",deal situation kind love life know weird talk area know friend stupid,test
21648,5,7,the good guy fluctuation,Penny,"All right, what’s going on?",right go,test
21649,5,7,the good guy fluctuation,Leonard,"So, you’re okay talking about this?",talk,test
21650,5,7,the good guy fluctuation,Penny,Yes.,,test
21651,5,7,the good guy fluctuation,Leonard,You’re sure it’s not weird.,weird,test
21652,5,7,the good guy fluctuation,Penny,It’s okay.,,test
21653,5,7,the good guy fluctuation,Leonard,"You know what, if you ever want to talk to me about a problem in your life with a guy, then I would be fine with that.",know want talk problem life guy fine,test
21654,5,7,the good guy fluctuation,Penny,"Okay, good, because there’s this one guy I used to date who’s about to be force-fed wine and cheese if he doesn’t get to the point.",good guy date force feed wine cheese point,test
21655,5,7,the good guy fluctuation,Leonard,"Okay, uh, here it is. Is it cheating if a guy has a girlfriend…",cheat guy girlfriend,test
21656,5,7,the good guy fluctuation,Penny,"Yeah, probably.",probably,test
21657,5,7,the good guy fluctuation,Leonard,Come on.,come,test
21658,5,7,the good guy fluctuation,Penny,"I’m sorry, go ahead.",ahead,test
21659,5,7,the good guy fluctuation,Leonard,"I met this girl, and she’s great. We have a lot in common.",meet girl great lot common,test
21660,5,7,the good guy fluctuation,Penny,Did you guys do it?,guy,test
21661,5,7,the good guy fluctuation,Leonard,No. We just made out a little.,little,test
21662,5,7,the good guy fluctuation,Penny,"Oh, look at you, you bad boy. Did you tell her about Priya?",look bad boy tell Priya,test
21663,5,7,the good guy fluctuation,Leonard,"Well, I was gonna, but there were too many tongues in my mouth.",go tongue mouth,test
21664,5,7,the good guy fluctuation,Penny,That’s gross.,gross,test
21665,5,7,the good guy fluctuation,Leonard,"Here’s the thing, I, I’m not one of those guys who sneaks around and sleeps with more than one woman.",the guy sneak sleep woman,test
21666,5,7,the good guy fluctuation,Penny,"Well, good for you.",good,test
21667,5,7,the good guy fluctuation,Leonard,"The problem is, I want to be one of those guys.",problem want guy,test
21668,5,7,the good guy fluctuation,Penny,So sleep with the new girl and lie to Priya.,sleep new girl lie priya,test
21669,5,7,the good guy fluctuation,Leonard,"Oh, that’s not who I am.",,test
21670,5,7,the good guy fluctuation,Penny,"All right, then break it off with the new girl.",right break new girl,test
21671,5,7,the good guy fluctuation,Leonard,"Now, let’s not do anything rash. She’s really hot.",let rash hot,test
21672,5,7,the good guy fluctuation,Penny,"If you like this girl so much, why don’t you just end things with Priya?",girl end thing priya,test
21673,5,7,the good guy fluctuation,Leonard,Priya and I are in love. I think we could get married someday.,priya love think marry someday,test
21674,5,7,the good guy fluctuation,Penny,"Leonard, you’re looking for a way to sleep with both women and have everybody be happy about it.",leonard look way sleep woman happy,test
21675,5,7,the good guy fluctuation,Leonard,Now we’re getting somewhere.,get,test
21676,5,7,the good guy fluctuation,Penny,What does your gut tell you?,gut tell,test
21677,5,7,the good guy fluctuation,Leonard,Go ask Penny; she’ll know what to do.,ask Penny know,test
21678,5,7,the good guy fluctuation,Sheldon,"Hello, Howard. I’ve realized that you scaring me was all in jest. Allow me to say, job well done.",Howard realize scare jest Allow job,test
21679,5,7,the good guy fluctuation,Leonard,What are you doing?,,test
21680,5,7,the good guy fluctuation,Sheldon,Science. You wouldn’t understand.,science understand,test
21681,5,7,the good guy fluctuation,Leonard,"Hey, well, see you. I’m going out.",go,test
21682,5,7,the good guy fluctuation,Sheldon,I thought you were leaving the apartment.,thought leave apartment,test
21683,5,7,the good guy fluctuation,Leonard,"Yeah, me, too. I can’t make up my mind.",mind,test
21684,5,7,the good guy fluctuation,Sheldon,Are you concerned because the world is filled with big dogs and bullies?,concerned world fill big dog bully,test
21685,5,7,the good guy fluctuation,Leonard,No. I’m having a moral crisis.,moral crisis,test
21686,5,7,the good guy fluctuation,Sheldon,"Well, if it’s of any help, I’ve read all the great moral philosophers, including Dr. Seuss.",help read great moral philosopher include Dr Seuss,test
21687,5,7,the good guy fluctuation,Leonard,"Oh, what the hell. I’m supposed to go see that girl from the comic book store, Alice, but I don’t know if I should, because I’m going out with Priya, but she’s in India.",hell suppose girl comic book store Alice know go Priya India,test
21688,5,7,the good guy fluctuation,Sheldon,"All right. So the topic at hand is sexual fidelity. Probably won’t be relying on Seuss here. Although One Fish, Two Fish, Red Fish, Blue Fish might be surprisingly applicable. Go on.",right topic hand sexual fidelity probably rely Seuss fish fish red fish Blue Fish surprisingly applicable,test
21689,5,7,the good guy fluctuation,Leonard,"Well, they say at the end of your life, you regret the stuff you didn’t do more than the stuff that you did, and I’m pretty sure Alice is the stuff I want to do.",end life regret stuff stuff pretty sure Alice stuff want,test
21690,5,7,the good guy fluctuation,Sheldon,"You know, the German philosopher, Friedrich Nietzsche, believed that morality is just a fiction used by the herd of inferior human beings to hold back the few superior men.",know german philosopher Friedrich Nietzsche believe morality fiction herd inferior human being hold superior man,test
21691,5,7,the good guy fluctuation,Leonard,That actually does help.,actually help,test
21692,5,7,the good guy fluctuation,Sheldon,It’s worth noting that he died of syphilis.,worth note die syphili,test
21693,5,7,the good guy fluctuation,Leonard,"Screw it, I’m going.",screw going,test
21694,5,7,the good guy fluctuation,Sheldon,"On your way home, will you pick up some orange juice?",way home pick orange juice,test
21695,5,7,the good guy fluctuation,Leonard,Do you mind? I’m questioning a lot of things in my life right now.,mind question lot thing life right,test
21696,5,7,the good guy fluctuation,Sheldon,Is one of those things your fondness for orange juice?,thing fondness orange juice,test
21697,5,7,the good guy fluctuation,Leonard,No.,,test
21698,5,7,the good guy fluctuation,Sheldon,"Great. Tropicana, no pulp.",Great Tropicana pulp,test
21699,5,7,the good guy fluctuation,Howard,"Hey, Sheldon.",Hey Sheldon,test
21701,5,7,the good guy fluctuation,Sheldon,"It’s me, Sheldon, Mrs. Wolowitz.",Sheldon Mrs Wolowitz,test
21702,5,7,the good guy fluctuation,Howard,"That’s not my mom, it’s Bernadette.",mom Bernadette,test
21703,5,7,the good guy fluctuation,Sheldon,Really? That’s very unsettling.,unsettling,test
21705,5,7,the good guy fluctuation,Sheldon,Hi.,,test
21706,5,7,the good guy fluctuation,Howard,What’s up?,,test
21707,5,7,the good guy fluctuation,Sheldon,"It just occurred to me that I never formally congratulated you on your pending nuptials. So I hopped on the first bus and hightailed it down here to shake your hand. Put ‘er there, you old so-and-so.",occur formally congratulate pende nuptial hop bus hightail shake hand old,test
21708,5,7,the good guy fluctuation,Howard,"Well, I, I’m gonna see you at work in 12 hours, don’t you think it could have waited until then?",go work hour think wait,test
21709,5,7,the good guy fluctuation,Sheldon,"Holy smoke, why didn’t I think of that? You’re a better man than I, Howard Wolowitz. You put ‘er there, you son of a gun!",holy smoke think well man Howard Wolowitz son gun,test
21710,5,7,the good guy fluctuation,Howard,Whatever.,,test
21712,5,7,the good guy fluctuation,Sheldon,It was a harmless Halloween prank. Look.,harmless Halloween prank look,test
21714,5,7,the good guy fluctuation,Sheldon,"Well, I thought he made that up. Isn’t hypochondria a common idiosyncrasy of Jewish people?",think hypochondria common idiosyncrasy jewish people,test
21716,5,7,the good guy fluctuation,Sheldon,We are?,,test
21718,5,7,the good guy fluctuation,Sheldon,"Oh, no! I can’t!",,test
21720,5,7,the good guy fluctuation,Sheldon,Okay.,,test
21722,5,7,the good guy fluctuation,Sheldon,"Oh, God! One, two, three!",God,test
21723,5,7,the good guy fluctuation,Howard,"Trick or treat, bubbeleh.",trick treat bubbeleh,test
21724,5,7,the good guy fluctuation,Sheldon,"What? No. You mean this was all a ruse? Oh, how could I be so stu…",mean ruse stu,test
21725,5,7,the good guy fluctuation,Leonard,"Damn it, I can’t. I can’t, I can’t do this.",damn,test
21727,5,7,the good guy fluctuation,Leonard,"No, no, no. I, I can’t do this. Believe me, I really want to.",Believe want,test
21729,5,7,the good guy fluctuation,Leonard,But I kind of have a girlfriend.,kind girlfriend,test
21731,5,7,the good guy fluctuation,Leonard,"You’re cool with you and me just being friends, right?",cool friend right,test
21733,5,7,the good guy fluctuation,Leonard,"Wait, I don’t, which part?",wait,test
21735,5,7,the good guy fluctuation,Leonard,"Oh, no, no, you have it wrong. No. I, I was going to be a jackass, but I stopped myself. I stayed a good guy, so, I’m gonna pass on the sex. But you should know, that’s not a comment on your hotness but on my goodness. That’s kind of my superpower. I’m, like, Captain Good Guy.",wrong go jackass stop stay good guy go pass sex know comment hotness goodness kind superpower like Captain Good Guy,test
21736,5,7,the good guy fluctuation,Leonard,It’s okay. Did the right thing. You idiot!,right thing idiot,test
21737,5,7,the good guy fluctuation,Leonard,"Hey, Priya.",Priya,test
21739,5,7,the good guy fluctuation,Leonard,"Uh, not so good. We have to talk.",good talk,test
21741,5,7,the good guy fluctuation,Leonard,"Okay, uh, here it is. I met this girl and I kissed her, and I feel terrible about it. But it’s done, it’s never gonna happen again. And I am so, so sorry.",meet girl kiss feel terrible go happen sorry,test
21743,5,7,the good guy fluctuation,Leonard,It is?,,test
21745,5,7,the good guy fluctuation,Leonard,"Oh, my God, you are amazing. I mean, I don’t deserve you. Wh, what do, what do you mean everybody?",God amazing mean deserve Wh mean,test
21747,5,7,the good guy fluctuation,Leonard,"Uh, kind of?",kind,test
21749,5,7,the good guy fluctuation,Leonard,"No, no, I messed up a little. You messed up a lot.",mess little mess lot,test
21751,5,7,the good guy fluctuation,Leonard,"Oh yeah, it is, and you won. I, I, I’m, I’m sorry, I have to go. I don’t believe this.",believe,test
21752,5,7,the good guy fluctuation,Sheldon,"Bazinga, punk. Now we’re even.",bazinga punk,test
21753,5,8,the isolation permutation,Penny,"So, Bernadette, how goes the hunt for bridesmaid dresses?",Bernadette go hunt bridesmaid dress,test
21761,5,8,the isolation permutation,Penny,"Yeah, and cap sleeves? U-u-uh.",cap sleeve,test
21763,5,8,the isolation permutation,Sheldon,"Ladies, please. These four walls once housed an intellectual salon where the mind received nourishment as well as the stomach. But through no one’s fault, Penny, the quality of dinner conversation in this apartment has declined. And again, I’m looking at no one in particular, Penny.",lady wall house intellectual salon mind receive nourishment stomach fault Penny quality dinner conversation apartment decline look particular penny,test
21764,5,8,the isolation permutation,Leonard,"Fine. What would you like to talk about, Sheldon?",fine talk Sheldon,test
21765,5,8,the isolation permutation,Howard,"What would you like to talk about, Sheldon? Why do you hate us?",talk Sheldon hate,test
21766,5,8,the isolation permutation,Sheldon,I’ve prepared a number of topics that should appeal to both the advanced and novice conversationalists.,prepared number topic appeal advanced novice conversationalist,test
21767,5,8,the isolation permutation,Penny,"Okay, that time you looked at me.",time look,test
21769,5,8,the isolation permutation,Sheldon,"Topic one. Faster-than-light particles at CERN, paradigm-shifting discovery or another Swiss export as full of holes as their cheese? And converse.",topic fast light particle cern paradigm shifting discovery swiss export hole cheese converse,test
21770,5,8,the isolation permutation,Penny,"All right, who wants to go to my apartment and look at bridal magazines?",right want apartment look bridal magazine,test
21772,5,8,the isolation permutation,Penny,"Through no one’s fault, Sheldon, we’re leaving.",fault Sheldon leave,test
21774,5,8,the isolation permutation,Sheldon,You’re leaving?,leave,test
21776,5,8,the isolation permutation,Sheldon,"Ah. New topic. Women, delightfully mysterious or bat-crap crazy?",new topic woman delightfully mysterious bat crap crazy,test
21777,5,8,the isolation permutation,Raj,"Totally. What’s wrong with cap sleeves? If you have the right figure for it, they’re adorabl",totally wrong cap sleeve right figure adorabl,test
21778,5,8,the isolation permutation,Leonard,"Hey, Amy, what brings you to our neck of the woods?",Amy bring neck wood,test
21780,5,8,the isolation permutation,Sheldon,She popped by to borrow a cup of mad cow disease.,pop borrow cup mad cow disease,test
21782,5,8,the isolation permutation,Howard,That’s fun to have in a lunchroom.,fun lunchroom,test
21784,5,8,the isolation permutation,Howard,"Please, we’re eating. Can we get that off the table and change the subject?",eat table change subject,test
21785,5,8,the isolation permutation,Sheldon,Can we? Stand back while I turn this conversation into a conver-sensation.,stand turn conversation conver sensation,test
21786,5,8,the isolation permutation,Leonard,"This time, it’s your fault.",time fault,test
21787,5,8,the isolation permutation,Sheldon,"I have 100 alphabetized topics from artichoke, come on, people, it’s just a giant thistle, to zzz, the onamona-poetry of sleep.",alphabetize topics artichoke come people giant thistle zzz onamona poetry sleep,test
21788,5,8,the isolation permutation,Leonard,"Amy, how long would it take for that mad cow disease to kill me?",Amy long mad cow disease kill,test
21790,5,8,the isolation permutation,Leonard,"No, it’s not gonna do it.",go,test
21791,5,8,the isolation permutation,Howard,Oy. Bernadette keeps texting me pictures of Penny in bridesmaid dresses.,Oy Bernadette keep texte picture Penny bridesmaid dress,test
21793,5,8,the isolation permutation,Howard,Yeah.,,test
21795,5,8,the isolation permutation,Howard,I guess.,guess,test
21797,5,8,the isolation permutation,Howard,Why are they asking me about this stuff? What guy knows what a sweetheart neckline is?,ask stuff guy know sweetheart neckline,test
21798,5,8,the isolation permutation,Leonard,"Leonard’s coming down the home stretch! Come on, horsey, you can do this! Damn. Come on, thigh muscles, you can do this! Yes! First place. I would have been a great jockey if I weren’t too tall. And scared of horses. Sheldon, you’re up.",Leonard come home stretch come horsey Damn come thigh muscle place great jockey tall scared horse Sheldon,test
21799,5,8,the isolation permutation,Sheldon,What?,,test
21800,5,8,the isolation permutation,Leonard,"Come on, it’s your turn. We said we’d get more fresh air.",come turn say fresh air,test
21801,5,8,the isolation permutation,Sheldon,"Sorry. I’m a little distracted. I can’t seem to get in touch with Amy. I tried e-mail, video chat, tweeting her, posting on her Facebook wall, texting her, nothing.",sorry little distracted touch Amy try mail video chat tweet post Facebook wall texte,test
21802,5,8,the isolation permutation,Leonard,Did you try calling her on the telephone?,try call telephone,test
21803,5,8,the isolation permutation,Sheldon,"The telephone. You know, Leonard, in your own simple way, you may be the wisest of us all. Voice mail. Curiouser and curiouser.",telephone know Leonard simple way wisest Voice mail Curiouser curiouser,test
21804,5,8,the isolation permutation,Leonard,"If you’re worried, we can go over there and see if she’s all right.",worried right,test
21805,5,8,the isolation permutation,Sheldon,"Okay. You know, I heard in the news a bobcat has been spotted in her neighbourhood.",know hear news bobcat spot neighbourhood,test
21806,5,8,the isolation permutation,Leonard,I don’t think Amy was eaten by a bobcat.,think Amy eat bobcat,test
21807,5,8,the isolation permutation,Sheldon,Who thinks Amy was eaten by a bobcat?,think Amy eat bobcat,test
21808,5,8,the isolation permutation,Leonard,You do?,,test
21809,5,8,the isolation permutation,Sheldon,"Leonard, I was just mentioning an interesting local news item. Now, thanks to you, I’m worried Amy’s been eaten by a bobcat.",leonard mention interesting local news item thank worry Amy eat bobcat,test
21810,5,8,the isolation permutation,Leonard,Forget about the bobcat.,forget bobcat,test
21811,5,8,the isolation permutation,Sheldon,How can I? You won’t stop talking about it.,stop talk,test
21813,5,8,the isolation permutation,Sheldon,She sounds weepy. I don’t like weepy. Let’s go.,sound weepy like weepy let,test
21814,5,8,the isolation permutation,Leonard,"Uh, she’s your friend. Step up.",friend step,test
21815,5,8,the isolation permutation,Sheldon,Where are you going?,go,test
21816,5,8,the isolation permutation,Leonard,"I’m single, I don’t need this crap.",single need crap,test
21818,5,8,the isolation permutation,Sheldon,You didn’t respond to any of my electronic communications.,respond electronic communication,test
21820,5,8,the isolation permutation,Sheldon,Would you like to talk about it? And keep in mind that no is a perfectly viable answer.,talk mind perfectly viable answer,test
21822,5,8,the isolation permutation,Sheldon,"Point of order. As you’re in distress, it would be customary for me to offer you a hot beverage. But I’m a guest in your home, so it would be customary for you to offer me a beverage. How do you want to proceed vis-a-vis beverages?",point order distress customary offer hot beverage guest home customary offer beverage want proceed vis vis beverage,test
21824,5,8,the isolation permutation,Sheldon,"If you’d like to take your mind off what’s troubling you, uh, word on the street is a bobcat has been spotted.",mind trouble word street bobcat spot,test
21826,5,8,the isolation permutation,Sheldon,And that made you feel sad?,feel sad,test
21828,5,8,the isolation permutation,Sheldon,"I knew it. Just keep going, I guess I’m good at this.",know go guess good,test
21830,5,8,the isolation permutation,Sheldon,"When they were over here, did you fail to offer them a beverage? ‘Cause I can see how that could stick in someone’s craw.",fail offer beverage stick craw,test
21832,5,8,the isolation permutation,Sheldon,Always.,,test
21834,5,8,the isolation permutation,Sheldon,"Oh, boy. You know ours is a relationship of the mind.",know relationship mind,test
21836,5,8,the isolation permutation,Sheldon,"Counterproposal. I will gently stroke your head and repeat, aw, who’s a good Amy.",Counterproposal gently stroke head repeat good Amy,test
21838,5,8,the isolation permutation,Sheldon,"Neck massage, then you get me that beverage.",neck massage beverage,test
21840,5,8,the isolation permutation,Sheldon,"Very well. Oh, boy.",,test
21842,5,8,the isolation permutation,Raj,"Mm, I’m thinking about adopting some quirky affectation, like a pipe or a monocle or a handlebar moustache.",thinking adopt quirky affectation like pipe monocle handlebar moustache,test
21843,5,8,the isolation permutation,Leonard,For all those girls out there looking for the Indian Monopoly man?,girl look Indian Monopoly man,test
21844,5,8,the isolation permutation,Raj,This is not a safe place. You can’t share anything here.,safe place share,test
21845,5,8,the isolation permutation,Sheldon,The two of you need to get your women in line!,need woman line,test
21846,5,8,the isolation permutation,Howard,What?,,test
21847,5,8,the isolation permutation,Sheldon,"Last night I was strong-armed into an evening of harp music and spooning with an emotional Amy Farrah Fowler. This on a night that I had originally designated for solving the space-time geometry in higher-spin gravity and building my Lego Death Star. And why? Your gal pals, Penny and Bernadette, went out shopping for some wedding nonsense without Amy, an action they took with no thought or regard as to how it would affect me, the future of string theory or my Lego fun time.",night strong armed evening harp music spoon emotional Amy Farrah Fowler night originally designate solve space time geometry high spin gravity building Lego Death Star gal pal Penny Bernadette go shopping wedding nonsense Amy action take think regard affect future string theory Lego fun time,test
21848,5,8,the isolation permutation,Howard,What do you want us to do about it?,want,test
21849,5,8,the isolation permutation,Sheldon,"You clearly weren’t listening to my topic sentence, get your women in line! You make them apologize to Amy and set things right. I am a man of science, not someone’s snuggle bunny!",clearly listen topic sentence woman line apologize Amy set thing right man science snuggle bunny,test
21850,5,8,the isolation permutation,Leonard,Why do I have to talk to Penny? She’s not my girlfriend.,talk Penny girlfriend,test
21851,5,8,the isolation permutation,Sheldon,"You invited her to lunch four years ago. Everything about her is on you, you make it so!",invite lunch year ago,test
21852,5,8,the isolation permutation,Leonard,Moo-shu is Penny.,Moo shu Penny,test
21853,5,8,the isolation permutation,Penny,Thank you. Where’s Sheldon?,thank Sheldon,test
21854,5,8,the isolation permutation,Leonard,"Oh, he was up late last night, so I gave him an early dinner and put him to bed.",late night give early dinner bed,test
21856,5,8,the isolation permutation,Leonard,"Yeah, but now he’s gonna be up at dawn and want to play.",go dawn want play,test
21857,5,8,the isolation permutation,Howard,"So, listen, guys, the reason he was up late is because he was taking care of Amy. She’s kind of upset.",listen guy reason late take care Amy kind upset,test
21858,5,8,the isolation permutation,Penny,Why?,,test
21859,5,8,the isolation permutation,Leonard,Her feelings got hurt because you guys went dress shopping without her.,feeling get hurt guy go dress shopping,test
21861,5,8,the isolation permutation,Penny,"Okay, look, this is her first time being a bridesmaid and she’s just getting a little crazy with it.",look time bridesmaid get little crazy,test
21863,5,8,the isolation permutation,Penny,"Yeah, and she keeps trying to figure out if our cycles have synced up so we can call ourselves the Three Menstra-teers",keep try figure cycle sync Menstra teer,test
21865,5,8,the isolation permutation,Penny,"I know. Me, too. We’ll talk to her. Hey, wait, how did she find out?",know talk wait find,test
21866,5,8,the isolation permutation,Howard,"Raj did it. And he says he would do it again. Okay, I’m sorry. You sent me the picture, I wasn’t thinking.",Raj say send picture thinking,test
21868,5,8,the isolation permutation,Howard,"Well, hey, I’m usually pretty good at not blabbing. You tell me tons of stuff about these guys, and I never repeat it.",usually pretty good blabbing tell ton stuff guy repeat,test
21869,5,8,the isolation permutation,Penny,What do you tell him?,tell,test
21871,5,8,the isolation permutation,Leonard,"Hold on, did you talk about us when we were dating?",hold talk date,test
21872,5,8,the isolation permutation,Penny,No. All your little secrets are fine.,little secret fine,test
